ID,Name,Position,ADP,Team
865958,KaVontae Turpin,WR,225.76207,DAL
1126817,Jalen Nailor,WR,225.77234,MIN
1177970,Xavier Gipson,WR,225.7755,NYJ
1172050,Kenny McIntosh,RB,225.8189,SEA
1447759,Emanuel Wilson,RB,225.8232,GB
563824,Jerick McKinnon,RB,225.8658,FA
974825,Kadarius Toney,WR,225.8689,KC
1131206,Dallin Holker,TE,225.9091,NO
1271609,Isaiah Davis,RB,225.972,NYJ
1127080,Nikko Remigio,WR,225.9808,KC
822014,Russell Gage,WR,225.9828,FA
1130705,Kenneth Gainwell,RB,226.0066,PHI
1108990,Blake Watson,RB,226.0612,DEN
746613,Kareem Hunt,RB,226.0618,FA
1182695,Mason Tipton,WR,226.0769,NO
975387,Isaiah Hodgins,WR,226.0778,NYG
695311,Jamaal Williams,RB,226.08287,NO
1506510,Louis Rees-Zammit,RB,226.1227,KC
924261,Miles Sanders,RB,226.16644,CAR
1178628,Jamari Thrash,WR,226.1818,CLE
691055,Nelson Agholor,WR,226.20575,BAL
1128998,Deneric Prince,RB,226.2393,KC
1113403,Chris Rodriguez Jr.,RB,226.2444,WAS
741262,Joshua Dobbs,QB,226.2667,SF
1161739,Trey Palmer,WR,226.2975,TB
1176730,Skyy Moore,WR,226.3245,KC
841649,Hunter Renfrow,WR,226.3488,FA
1109285,Terrace Marshall Jr.,WR,226.3651,CAR
750097,Matt Breida,RB,226.375,FA
1213362,Kayshon Boutte,WR,226.3761,NE
946748,Kene Nwangwu,RB,226.3853,MIN
830751,Daurice Fountain,WR,226.3953,DET
1161853,Elijah Higgins,TE,226.4012,ARI
978120,Brock Wright,TE,226.404,DET
973949,Tyrell Shavers,WR,226.4167,BUF
875444,Adam Trautman,TE,226.4612,DEN
589984,Odell Beckham Jr.,WR,226.4838,MIA
1319219,Carson Steele,RB,226.4839,KC
1181659,Cornelius Johnson,WR,226.5567,LAC
1225999,Brenden Rice,WR,226.7365,LAC
822013,Leonard Fournette,RB,226.8,FA
748309,Nick Mullens,QB,226.8141,MIN
1277914,Devontez Walker,WR,226.87393,BAL
836104,Parris Campbell,WR,226.9111,PHI
1110301,Tyquan Thornton,WR,226.9138,NE
836103,Noah Brown,WR,226.9421,HOU
1107027,Alec Pierce,WR,226.9652,IND
749968,Durham Smythe,TE,226.9924,MIA
607047,Jacoby Brissett,QB,227.0381,NE
1233127,Frank Gore Jr.,RB,227.0539,BUF
1056981,Noah Gray,TE,227.0689,KC
1168918,Tyler Goodson,RB,227.0957,IND
1172080,Bub Means,WR,227.1444,NO
1180332,Isaiah Spiller,RB,227.1525,LAC
1130270,Rondale Moore,WR,227.1714,ATL
1107478,Michael Penix Jr.,QB,227.17355,ATL
690153,Cordarrelle Patterson,RB,227.2215,PIT
1214249,Israel Abanikanda,RB,227.2258,NYJ
1140248,Cody Schrader,RB,227.3214,SF
507528,Logan Thomas,TE,227.35934,SF
1228633,Sean Tucker,RB,227.3667,TB
1181861,Jacob Cowing,WR,227.3906,SF
1175182,Cade Stover,TE,227.4325,HOU
881058,K.J. Osborn,WR,227.4396,NE
883976,Olamide Zaccheaus,WR,227.4539,WAS
881779,Josh Oliver,TE,227.4693,MIN
692660,Kalif Raymond,WR,227.47723,DET
820435,Brandon Powell,WR,227.5287,MIN
691278,Sterling Shepard,WR,227.5789,TB
831007,Easton Stick,QB,227.6078,LAC
739424,Austin Hooper,TE,227.6684,NE
881956,Hayden Hurst,TE,227.69417,LAC
1112338,Joe Milton III,QB,227.7265,NE
1062765,Calvin Austin III,WR,227.7813,PIT
1050335,Pierre Strong Jr.,RB,227.8,CLE
1107878,Dyami Brown,WR,227.8136,WAS
754412,Kendrick Bourne,WR,227.85323,NE
1130555,Tommy Tremble,TE,227.8667,CAR
838179,Tim Patrick,WR,227.87392,DEN
1174752,Spencer Rattler,QB,227.8991,NO
712506,Mo Alie-Cox,TE,227.9147,IND
607843,Marcus Mariota,QB,227.9565,WAS
602091,Martavis Bryant,WR,228,FA
1130975,Trey Lance,QB,228.0339,DAL
1172024,Treylon Burks,WR,228.04851,TEN
1173255,Malik Washington,WR,228.0892,MIA
1107037,Josh Whyle,TE,228.1182,TEN
912061,Cedrick Wilson Jr.,WR,228.1226,NO
1232592,Michael Mayer,TE,228.1281,LV
838487,Gerald Everett,TE,228.1577,CHI
1223301,Jalen Brooks,WR,228.1776,DAL
1176782,Jonathan Mingo,WR,228.2138,CAR
1121220,Dante Miller,RB,228.2222,NYG
600191,Darren Waller,TE,228.2936,FA
976329,Michael Carter,RB,228.3415,ARI
1164979,Tre Tucker,WR,228.3458,LV
875649,Donald Parham Jr.,TE,228.3932,LAC
839043,D'Ernest Johnson,RB,228.4407,JAX
702808,Mack Hollins,WR,228.46982,BUF
1126338,Isaac Guerendo,RB,228.4797,SF
1060311,Davis Mills,QB,228.5405,HOU
921050,Kylen Granson,TE,228.5804,IND
919304,Velus Jones Jr.,WR,228.6667,CHI
728169,Mitchell Trubisky,QB,228.6857,BUF
740704,Johnny Mundt,TE,228.6939,MIN
694117,Cooper Rush,QB,228.7619,DAL
1173266,Evan Hull,RB,228.7945,IND
976966,Hendon Hooker,QB,228.8095,DET
1181874,Tucker Kraft,TE,228.8417,GB
1164788,Devaughn Vele,WR,228.9429,DEN
1164137,Jawhar Jordan,RB,229.0333,HOU
1213251,Jase McClellan,RB,229.0588,ATL
834195,Jeff Wilson Jr.,RB,229.0594,MIA
1108937,Jaret Patterson,RB,229.17833,LAC
946094,Chase Claypool,WR,229.2241,BUF
399579,Tyrod Taylor,QB,229.3729,NYJ
1229765,Jaheim Bell,TE,229.4167,NE
1218658,Darnell Washington,TE,229.4286,PIT
882345,Drew Lock,QB,229.4412,NYG
1115394,Tanner Hudson,TE,229.6029,CIN
1122323,Lucas Krull,TE,229.6102,DEN
1213486,Johnny Wilson,WR,229.6336,PHI
976236,Trey Sermon,RB,229.69771,IND
820734,Samaje Perine,RB,229.833,DEN
653699,Michael Thomas,WR,229.9074,FA
1109758,A.T. Perry,WR,229.9089,NO
1116817,Emari Demercado,RB,229.94,ARI
1161664,Davis Allen,TE,230.075,LAR
1228925,Deuce Vaughn,RB,230.0909,DAL
1108052,Zach Wilson,QB,230.2222,DEN
944428,Irv Smith Jr.,TE,230.2308,KC
216342,Joe Flacco,QB,230.257,IND
910380,Kyle Trask,QB,230.2609,TB
1168245,Sam Howell,QB,230.296,SEA
1068803,Bo Melton,WR,230.4483,GB
877784,Ty Johnson,RB,230.4697,BUF
1164940,Brenton Strange,TE,230.5217,JAX
1122035,Daniel Bellinger,TE,230.5613,NYG
1163272,Jared Wiley,TE,230.5722,KC
976528,KJ Hamler,WR,230.5833,BUF
555648,Jordan Matthews,TE,230.6872,CAR
1122596,Jeremy Ruckert,TE,230.7143,NYJ
1176431,Casey Washington,WR,230.7662,ATL
1059684,Desmond Ridder,QB,230.8235,ARI
823220,Mason Rudolph,QB,230.8462,TEN
660151,Robert Tonyan,TE,231.16,MIN
1164533,Erick All Jr.,TE,231.19188,CIN
613866,Carson Wentz,QB,231.193,KC
837806,Will Dissly,TE,231.195,LAC
691536,Jameis Winston,QB,231.3237,CLE
741785,Mike White,QB,231.3571,MIA
1130976,Hunter Luepke,RB,231.3636,DAL
1124664,Cedric Tillman,WR,231.45677,CLE
1062314,Malik Cunningham,QB,231.8125,BAL
1229133,Rasheen Ali,RB,231.8302,BAL
1121871,Brevin Jordan,TE,231.8333,HOU
604176,Tyler Higbee,TE,231.973,LAR
835779,Royce Freeman,RB,232.129,DAL
555358,Jimmy Garoppolo,QB,232.3571,LAR
1214112,Tyler Scott,WR,232.9474,CHI
865844,Jake Browning,QB,233,CIN
1180625,George Holani,RB,233.1818,SEA
1161661,Anthony Gould,WR,235.1,IND
976804,Ronnie Rivers,RB,,LAR
832900,Chase Edmonds,RB,,TB
590796,Ameer Abdullah,RB,,LV
837824,Drew Sample,TE,,CIN
596417,Phillip Dorsett II,WR,,DEN
602241,DeVante Parker,WR,,FA
606551,Chris Moore,WR,,ARI
866973,David Sills V,WR,,DEN
1127065,Chris Brooks,RB,,MIA
1113477,Derius Davis,WR,,LAC
1122692,Cole Turner,TE,,WAS
1130833,Deven Thompkins,WR,,CAR
1132517,Nate Adkins,TE,,DEN
1231663,Dillon Johnson,RB,,CAR
1121887,Justin Shorter,WR,,BUF
1065052,Tay Martin,WR,,SF
1173032,Tahj Washington,WR,,MIA
840691,Rashaad Penny,RB,,FA
1215792,Zach Evans,RB,,LAR
946019,Chris Evans,RB,,CIN
1067132,Charlie Jones,WR,,CIN
1166545,Deonte Harty,WR,,BAL
949134,Quez Watkins,WR,,PIT
1180347,David Bell,WR,,CLE
1128108,Kyle Philips,WR,,TEN
1061929,Laviska Shenault Jr.,WR,,SEA
1130260,Payne Durham,TE,,TB
910605,Trayveon Williams,RB,,CIN
1163866,Zonovan Knight,RB,,DET
920758,Lil'Jordan Humphrey,WR,,DEN
838396,Jordan Akins,TE,,CLE
943635,Patrick Taylor Jr.,RB,,SF
976252,Tre' McKitty,TE,,BUF
1068738,Gary Brightwell,RB,,FA
1059680,Quintin Morris,TE,,BUF
915066,Reggie Gilliam,RB,,BUF
749681,River Cracraft,WR,,MIA
1128538,Teagan Quitoriano,TE,,HOU
599649,Jamison Crowder,WR,,WAS
1130213,Ronnie Bell,WR,,SF
1121873,Will Mallory,TE,,IND
935156,Kwamie Lassiter II,WR,,CIN
402162,Patrick Scales,TE,,CHI
467405,Latavius Murray,RB,,FA
914372,Darrell Henderson Jr.,RB,,FA
553024,Tyler Ott,TE,,WAS
921460,Brandon Johnson,WR,,DEN
843733,Mitchell Fraboni,TE,,DEN
1180538,Xavier Weaver,WR,,ARI
1218635,Daijun Edwards,RB,,PIT
1213345,Kendall Milton,RB,,PHI
1134438,Tanner McLachlan,TE,,CIN
1121075,Jordan Travis,QB,,NYJ
1218651,Marcus Rosemy-Jacksaint,WR,,WAS
1222147,Emani Bailey,RB,,KC
593305,C.J. Uzomah,TE,,PHI
913155,Cole Fotheringham,TE,,LV
922017,La'Mical Perine,RB,,PIT
1058076,Dennis Houston,WR,,NYG
883079,Zach Gentry,TE,,LV
911239,Ko Kieft,TE,,TB
658447,Zach Pascal,WR,,ARI
1168410,Gunner Olszewski,WR,,NYG
913546,Cornell Powell,WR,,KC
1123496,Simi Fehoko,WR,,LAC
879766,John Kelly Jr.,RB,,CLE
877913,James Proche II,WR,,CLE
1106846,Michael Woods II,WR,,CLE
1271740,Drew Ogletree,TE,,IND
1129452,Ben Sims,TE,,GB
1054175,Elijah Dotson,RB,,LAC
1125882,Keaontay Ingram,RB,,KC
920077,Albert Okwuegbunam Jr.,TE,,PHI
1068165,Shi Smith,WR,,FA
976309,DeeJay Dallas,RB,,ARI
885940,Giovanni Ricci,TE,,CLE
1056438,Jaelon Darden,WR,,CLE
1060650,Montrell Washington,WR,,KC
883429,Jeff Smith,WR,,ARI
1065138,Peyton Hendershot,TE,,DAL
1109133,Clayton Tune,QB,,ARI
1161114,Snoop Conner,RB,,DAL
865838,Andre Baccellia,WR,,ARI
976221,Grant Calcaterra,TE,,PHI
916467,Harrison Bryant,TE,,LV
976658,Racey McMath,WR,,DAL
946101,Tony Jones Jr.,RB,,ARI
472623,James Winchester,TE,,KC
1226343,Rakim Jarrett,WR,,TB
883314,Dan Chisena,WR,,ARI
1128981,Jashaun Corbin,RB,,NYG
1068822,Travis Vokolek,TE,,ARI
975028,Malik Davis,RB,,DAL
599113,Taylor Heinicke,QB,,ATL
1069763,Stetson Bennett,QB,,LAR
913163,Tyler Huntley,QB,,CLE
1128116,Dorian Thompson-Robinson,QB,,CLE
910766,Anthony Brown Jr.,QB,,LV
732107,Logan Woodside,QB,,CIN
911619,Shane Buechele,QB,,BUF
866216,Brett Rypien,QB,,CHI
836347,John Wolford,QB,,TB
879277,Ben DiNucci,QB,,FA
1060671,Tommy DeVito,QB,,NYG
1444140,Tyson Bagent,QB,,CHI
1049250,Terrell Bynum,WR,,LV
884014,Damien Harris,RB,,FA
1227717,DeWayne McBride,RB,,MIN
822644,Richie James Jr.,WR,,FA
609496,Allen Robinson II,WR,,NYG
943841,James Robinson,RB,,NO
461620,Marvin Jones Jr.,WR,,FA
732121,Corey Davis,WR,,FA
380960,Ryan Tannehill,QB,,FA
878371,Joshua Kelley,RB,,FA
823040,Isaiah McKenzie,WR,,NYG
749635,Boston Scott,RB,,LAR
1056950,Deon Jackson,RB,,FA
1161729,Tyrion Davis-Price,RB,,FA
338280,Case Keenum,QB,,HOU
1161190,Kevin Harris,RB,,NE
1107595,Zack Kuntz,TE,,NYJ
1058090,Bailey Zappe,QB,,NE
1130230,Hassan Haskins,RB,,TEN
835861,Trent Sherfield Sr.,WR,,MIN
1131204,Jaren Hall,QB,,MIN
749164,PJ Walker,QB,,SEA
824177,Matt Sokol,TE,,PIT
880294,Brycen Hopkins,TE,,FA
978580,Amari Rodgers,WR,,FA
689689,Pharaoh Brown,TE,,SEA
1079304,Troy Hairston,RB,,HOU
752646,Jamal Agnew,WR,,FA
920944,Ben Skowronek,WR,,HOU
976323,Malik Willis,QB,,TEN
306296,Colt McCoy,QB,,FA
322858,Andy Dalton,QB,,CAR
886641,JaMycal Hasty,RB,,NE
732147,O.J. Howard,TE,,FA
608360,Robbie Chosen,WR,,FA
463393,Blaine Gabbert,QB,,FA
976066,Jalen Reagor,WR,,NE
920560,Samori Toure,WR,,GB
1228586,Danny Gray,WR,,SF
507478,Marquise Goodwin,WR,,FA
884567,Jalen Guyton,WR,,LV
1049254,Jake Haener,QB,,NO
1124338,Tyler Badie,RB,,DEN
757521,KhaDarel Hodge,WR,,ATL
934331,Denzel Mims,WR,,JAX
921454,Marquez Callaway,WR,,FA
922484,Travis Homer,RB,,CHI
881048,Tyree Jackson,TE,,NYG
865573,Foster Moreau,TE,,NO
975829,Sam Ehlinger,QB,,IND
403189,Nick Foles,QB,,FA
910406,Bryan Edwards,WR,,FA
592538,Jeff Driskel,QB,,WAS
1125846,Julius Chestnut,RB,,TEN
944038,John Bates,TE,,WAS
974627,Eno Benjamin,RB,,FA
866149,Josiah Deguara,TE,,JAX
822350,Kyle Allen,QB,,PIT
264725,Brian Hoyer,QB,,FA
473742,John Brown,WR,,FA
746243,Marcus Kemp,WR,,FA
830686,Malik Turner,WR,,SF
975816,Jake Fromm,QB,,FA
1068199,Braylon Sanders,WR,,MIA
911219,Seth Green,TE,,FA
974916,Chase Garbers,QB,,FA
962484,Ethan Fernea,WR,,IND
920057,Justin Rigg,TE,,FA
1289220,Zaire Mitchell-Paden,TE,,CLE
1130844,Gerrit Prince,TE,,FA
